run_idx,norad,lead_days,zone,e_opt,bn_opt,reentry_jd,rpe_pct,zstat,zepoch,rms_fit
  38, 28141, 180, 1, 0.854042,  89.718,       0.0000,     0.000, 2, 2453261.1667,       14.8507
  38, 28141, 180, 2, 0.852667, 101.060,       0.0000,     0.000, 0, 2453287.6250,        8.8019
  38, 28141, 180, 3, 0.851720,  93.051,       0.0000,     0.000, 0, 2453301.4583,       16.7321
  38, 28141, 180, 4, 0.854039,  80.605,       0.0000,     0.000, 2, 2453453.4583,       41.4389
  38, 28141, 180, 5, 0.851435,  80.166,       0.0000,     0.000, 2, 2453646.7917,        7.9304
  38, 28141, 180, 6, 0.846024,  95.723,       0.0000,     0.000, 0, 2453712.5049,       26.3699
  38, 28141, 180, 7, 0.840339,  92.195,       0.0000,     0.000, 0, 2453934.6250,       17.1174
  38, 28141, 180, 8, 0.839750, 114.980,       0.0000,     0.000, 0, 2453948.4583,       20.6859
  39, 28141, 365, 1, 0.854042,  89.718,       0.0000,     0.000, 2, 2453261.1667,       14.8507
  39, 28141, 365, 2, 0.852667, 101.060,       0.0000,     0.000, 0, 2453287.6250,        8.8019
  39, 28141, 365, 3, 0.851720,  93.051,       0.0000,     0.000, 0, 2453301.4583,       16.7321
  39, 28141, 365, 4, 0.854039,  80.605,       0.0000,     0.000, 2, 2453453.4583,       41.4389
  39, 28141, 365, 5, 0.851435,  80.166,       0.0000,     0.000, 2, 2453646.7917,        7.9304
  39, 28141, 365, 6, 0.846024,  95.723,       0.0000,     0.000, 0, 2453712.5049,       26.3699
  39, 28141, 365, 7, 0.840339,  92.195,       0.0000,     0.000, 0, 2453934.6250,       17.1174
  39, 28141, 365, 8, 0.839750, 114.980,       0.0000,     0.000, 0, 2453948.4583,       20.6859
  40, 19881,  30, 1, 0.720605, 123.190,       0.0000,     0.000, 0, 2446764.2050,        1.7703
  41, 19881,  90, 1, 0.720605, 123.190,       0.0000,     0.000, 0, 2446764.2050,        1.7703
