run_idx,norad,lead_days,zone,e_opt,bn_opt,reentry_jd,rpe_pct,zstat,zepoch,rms_fit
  49,  4570,  90, 2, 0.748298,  27.127, 2441456.8570,    -6.141, 2, 2441278.9121,       13.7352
  50,  4570, 180, 1, 0.748081,  61.085, 2441387.3465,   -38.368, 0, 2441256.9847,        2.4859
  52, 10724,  30, 1, 0.482462,  27.357,       0.0000,     0.000, 2, 2444443.2938,       66.5274
  52, 10724,  30, 2, 0.473696,  28.676,       0.0000,     0.000, 2, 2444463.3128,       50.8235
  52, 10724,  30, 3, 0.466606,  30.026, 2445393.4419,    24.815, 2, 2444483.3255,       46.9564
  52, 10724,  30, 4, 0.442075,  39.949,       0.0000,     0.000, 2, 2444543.6334,       47.7132
  52, 10724,  30, 5, 0.433477,  31.575,       0.0000,     0.000, 2, 2444569.5439,       51.2199
  52, 10724,  30, 6, 0.399554,  34.203, 2445997.3177,   143.582, 2, 2444665.9006,       18.2688
  52, 10724,  30, 7, 0.388837,  26.036,       0.0000,     0.000, 2, 2444692.4056,       45.3810
  53, 10724,  90, 1, 0.482462,  27.357,       0.0000,     0.000, 2, 2444443.2938,       66.5274
  53, 10724,  90, 2, 0.473696,  28.676,       0.0000,     0.000, 2, 2444463.3128,       50.8235
  53, 10724,  90, 3, 0.466606,  30.026, 2445393.4419,    24.815, 2, 2444483.3255,       46.9564
  53, 10724,  90, 4, 0.442075,  39.949,       0.0000,     0.000, 2, 2444543.6334,       47.7132
  53, 10724,  90, 5, 0.433477,  31.575,       0.0000,     0.000, 2, 2444569.5439,       51.2199
  53, 10724,  90, 6, 0.399554,  34.203, 2445997.3177,   143.582, 2, 2444665.9006,       18.2688
  53, 10724,  90, 7, 0.388837,  26.036,       0.0000,     0.000, 2, 2444692.4056,       45.3810
  54, 10724, 180, 1, 0.482462,  27.357,       0.0000,     0.000, 2, 2444443.2938,       66.5274
  54, 10724, 180, 2, 0.473696,  28.676,       0.0000,     0.000, 2, 2444463.3128,       50.8235
  54, 10724, 180, 3, 0.466606,  30.026, 2445393.4419,    24.815, 2, 2444483.3255,       46.9564
  54, 10724, 180, 4, 0.442075,  39.949,       0.0000,     0.000, 2, 2444543.6334,       47.7132
  54, 10724, 180, 5, 0.433477,  31.575,       0.0000,     0.000, 2, 2444569.5439,       51.2199
  54, 10724, 180, 6, 0.399554,  34.203, 2445997.3177,   143.582, 2, 2444665.9006,       18.2688
  54, 10724, 180, 7, 0.388837,  26.036,       0.0000,     0.000, 2, 2444692.4056,       45.3810
  55, 10724, 365, 1, 0.482462,  27.357,       0.0000,     0.000, 2, 2444443.2938,       66.5274
  55, 10724, 365, 2, 0.473696,  28.676,       0.0000,     0.000, 2, 2444463.3128,       50.8235
  55, 10724, 365, 3, 0.466606,  30.026, 2445393.4419,    24.815, 2, 2444483.3255,       46.9564
  55, 10724, 365, 4, 0.442075,  39.949,       0.0000,     0.000, 2, 2444543.6334,       47.7132
  55, 10724, 365, 5, 0.433477,  31.575,       0.0000,     0.000, 2, 2444569.5439,       51.2199
  55, 10724, 365, 6, 0.399554,  34.203, 2445997.3177,   143.582, 2, 2444665.9006,       18.2688
  55, 10724, 365, 7, 0.388837,  26.036,       0.0000,     0.000, 2, 2444692.4056,       45.3810
  56, 28140,  30, 1, 0.849348, 136.599,       0.0000,     0.000, 0, 2453508.8333,       16.1377
  56, 28140,  30, 2, 0.847186, 107.826,       0.0000,     0.000, 2, 2453536.2500,       35.6804
  56, 28140,  30, 3, 0.846971, 114.493,       0.0000,     0.000, 0, 2453549.9167,       17.9508
  56, 28140,  30, 4, 0.850330,  98.158,       0.0000,     0.000, 0, 2453646.8750,        7.8979
  56, 28140,  30, 5, 0.849227,  86.663,       0.0000,     0.000, 2, 2453673.1667,       20.9511
  56, 28140,  30, 6, 0.843505, 103.415,       0.0000,     0.000, 0, 2453727.9167,       12.3170
  56, 28140,  30, 7, 0.842007, 139.795,       0.0000,     0.000, 0, 2453892.2917,       25.4066
  56, 28140,  30, 8, 0.838816, 116.052,       0.0000,     0.000, 0, 2453949.2917,       12.0249
  57, 28140,  90, 1, 0.849348, 136.599,       0.0000,     0.000, 0, 2453508.8333,       16.1377
  57, 28140,  90, 2, 0.847186, 107.826,       0.0000,     0.000, 2, 2453536.2500,       35.6804
  57, 28140,  90, 3, 0.846971, 114.493,       0.0000,     0.000, 0, 2453549.9167,       17.9508
  57, 28140,  90, 4, 0.850330,  98.158,       0.0000,     0.000, 0, 2453646.8750,        7.8979
  57, 28140,  90, 5, 0.849227,  86.663,       0.0000,     0.000, 2, 2453673.1667,       20.9511
  57, 28140,  90, 6, 0.843505, 103.415,       0.0000,     0.000, 0, 2453727.9167,       12.3170
  57, 28140,  90, 7, 0.842007, 139.795,       0.0000,     0.000, 0, 2453892.2917,       25.4066
  57, 28140,  90, 8, 0.838816, 116.052,       0.0000,     0.000, 0, 2453949.2917,       12.0249
  58, 28140, 180, 1, 0.849348, 136.599,       0.0000,     0.000, 0, 2453508.8333,       16.1377
  58, 28140, 180, 2, 0.847186, 107.826,       0.0000,     0.000, 2, 2453536.2500,       35.6804
  58, 28140, 180, 3, 0.846971, 114.493,       0.0000,     0.000, 0, 2453549.9167,       17.9508
  58, 28140, 180, 4, 0.850330,  98.158,       0.0000,     0.000, 0, 2453646.8750,        7.8979
  58, 28140, 180, 5, 0.849227,  86.663,       0.0000,     0.000, 2, 2453673.1667,       20.9511
  58, 28140, 180, 6, 0.843505, 103.415,       0.0000,     0.000, 0, 2453727.9167,       12.3170
  58, 28140, 180, 7, 0.842007, 139.795,       0.0000,     0.000, 0, 2453892.2917,       25.4066
  58, 28140, 180, 8, 0.838816, 116.052,       0.0000,     0.000, 0, 2453949.2917,       12.0249
  59, 28140, 365, 1, 0.849348, 136.599,       0.0000,     0.000, 0, 2453508.8333,       16.1377
  59, 28140, 365, 2, 0.847186, 107.826,       0.0000,     0.000, 2, 2453536.2500,       35.6804
  59, 28140, 365, 3, 0.846971, 114.493,       0.0000,     0.000, 0, 2453549.9167,       17.9508
  59, 28140, 365, 4, 0.850330,  98.158,       0.0000,     0.000, 0, 2453646.8750,        7.8979
  59, 28140, 365, 5, 0.849227,  86.663,       0.0000,     0.000, 2, 2453673.1667,       20.9511
  59, 28140, 365, 6, 0.843505, 103.415,       0.0000,     0.000, 0, 2453727.9167,       12.3170
  59, 28140, 365, 7, 0.842007, 139.795,       0.0000,     0.000, 0, 2453892.2917,       25.4066
  59, 28140, 365, 8, 0.838816, 116.052,       0.0000,     0.000, 0, 2453949.2917,       12.0249
  60, 44911,  30, 1, 0.845648, 140.019,       0.0000,     0.000, 0, 2458944.9983,       16.2412
  60, 44911,  30, 2, 0.842868,  87.617,       0.0000,     0.000, 2, 2459054.0194,       15.4119
  60, 44911,  30, 3, 0.841765,  84.813,       0.0000,     0.000, 2, 2459095.5614,        7.9737
  60, 44911,  30, 4, 0.840992,  89.712,       0.0000,     0.000, 2, 2459116.3345,        8.8242
  60, 44911,  30, 5, 0.840022, 131.491,       0.0000,     0.000, 2, 2459137.1079,       13.7378
  60, 44911,  30, 6, 0.839038, 133.925,       0.0000,     0.000, 2, 2459157.8821,       25.4880
  60, 44911,  30, 7, 0.837935,  83.705,       0.0000,     0.000, 2, 2459180.7330,       21.3422
  60, 44911,  30, 8, 0.837167,  88.882,       0.0000,     0.000, 2, 2459201.5060,       12.9797
  61, 44911,  90, 1, 0.845648, 140.019,       0.0000,     0.000, 0, 2458944.9983,       16.2412
  61, 44911,  90, 2, 0.842868,  87.617,       0.0000,     0.000, 2, 2459054.0194,       15.4119
  61, 44911,  90, 3, 0.841765,  84.813,       0.0000,     0.000, 2, 2459095.5614,        7.9737
  61, 44911,  90, 4, 0.840992,  89.712,       0.0000,     0.000, 2, 2459116.3345,        8.8242
  61, 44911,  90, 5, 0.840022, 131.491,       0.0000,     0.000, 2, 2459137.1079,       13.7378
  61, 44911,  90, 6, 0.839038, 133.925,       0.0000,     0.000, 2, 2459157.8821,       25.4880
  61, 44911,  90, 7, 0.837935,  83.705,       0.0000,     0.000, 2, 2459180.7330,       21.3422
  61, 44911,  90, 8, 0.837167,  88.882,       0.0000,     0.000, 2, 2459201.5060,       12.9797
